1305,-,A,A01,A,-,DE,-,HAP
,,B,A02,,,ES,,HA1
,,,A03,,,IT,,HA2
,,,A04,,,FR,,
,,,A06,,,,,
,,,A08,,,,,
,,,A09,,,,,
,,,A012,,,,,
