"Product Number",MPN,Series,Manufacturer,"Product Type","Terminal Type","Contactor Amperage","Control Voltage","Control Frequency","Auxiliary Contacts","Main Poles",Options
100-C-09-EY-01,100-C09EY01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"48-72V DC",-,"0 N.O. 1 N.C.",3
100-C-09-EY-10,100-C09EY10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"48-72V DC",-,"1 N.O. 0 N.C.",3
100-C-09-EY-200,100-C09EY200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"48-72V DC",-,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-EY-300,100-C09EY300,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"48-72V DC",-,"0 N.O. 0 N.C.","3 N.O. 1 N.C."
100-C-09-EY-400,100-C09EY400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"48-72V DC",-,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-F-01,100-C09F01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"220-230V AC 50Hz",50Hz,"0 N.O. 1 N.C.",3
100-C-09-F-10,100-C09F10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"220-230V AC 50Hz",50Hz,"1 N.O. 0 N.C.",3
100-C-09-F-200,100-C09F200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"220-230V AC 50Hz",50Hz,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-F-300,100-C09F300,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"220-230V AC 50Hz",50Hz,"0 N.O. 0 N.C.","3 N.O. 1 N.C."
100-C-09-F-400,100-C09F400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"220-230V AC 50Hz",50Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-G-01,100-C09G01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"400-415V 50Hz",50Hz,"0 N.O. 1 N.C.",3
100-C-09-G-10,100-C09G10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"400-415V 50Hz",50Hz,"1 N.O. 0 N.C.",3
100-C-09-G-200,100-C09G200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"400-415V 50Hz",50Hz,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-G-400,100-C09G400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"400-415V 50Hz",50Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-H-01,100-C09H01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"208V AC 60Hz",60Hz,"0 N.O. 1 N.C.",3
100-C-09-H-10,100-C09H10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"208V AC 60Hz",60Hz,"1 N.O. 0 N.C.",3
100-C-09-H-200,100-C09H200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"208V AC 60Hz",60Hz,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-H-300,100-C09H300,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"208V AC 60Hz",60Hz,"0 N.O. 0 N.C.","3 N.O. 1 N.C."
100-C-09-H-400,100-C09H400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"208V AC 60Hz",60Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-I-01,100-C09I01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"347V 60Hz",60Hz,"0 N.O. 1 N.C.",3
100-C-09-I-10,100-C09I10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"347V 60Hz",60Hz,"1 N.O. 0 N.C.",3
100-C-09-I-200,100-C09I200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"347V 60Hz",60Hz,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-I-400,100-C09I400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"347V 60Hz",60Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-J-01,100-C09J01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 60Hz",60Hz,"0 N.O. 1 N.C.",3
100-C-09-J-10,100-C09J10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 60Hz",60Hz,"1 N.O. 0 N.C.",3
100-C-09-J-200,100-C09J200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 60Hz",60Hz,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-J-300,100-C09J300,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 60Hz",60Hz,"0 N.O. 0 N.C.","3 N.O. 1 N.C."
100-C-09-J-400,100-C09J400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 60Hz",60Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-K-01,100-C09K01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 50Hz",50Hz,"0 N.O. 1 N.C.",3
